omschrijving;mld_dat;Aantal
Twente/Achterhoek             ;18/04/2019;5
Veluwe/Flevoland              ;18/04/2019;3
West Brabant/Zeeland          ;18/04/2019;6
Zuid Limburg                  ;18/04/2019;7
Arnhem                        ;17/04/2019;3
Breda                         ;17/04/2019;6
Den Bosch                     ;17/04/2019;4
Eindhoven                     ;17/04/2019;6
Haaglanden                    ;17/04/2019;1
Kempenland                    ;17/04/2019;3
Midden Limburg                ;17/04/2019;4
Midden Nederland              ;17/04/2019;2
Nijmegen                      ;17/04/2019;3
Ondernemersgebied             ;17/04/2019;8
Oost Brabant                  ;17/04/2019;3
Rotterdam                     ;17/04/2019;1
Tilburg                       ;17/04/2019;4
Twente/Achterhoek             ;17/04/2019;3
Veluwe/Flevoland              ;17/04/2019;2
West Brabant/Zeeland          ;17/04/2019;2
Zuid Limburg                  ;17/04/2019;2
Arnhem                        ;16/04/2019;3
Den Bosch                     ;16/04/2019;5
Eindhoven                     ;16/04/2019;8
Haaglanden                    ;16/04/2019;3
Kempenland                    ;16/04/2019;4
Midden Limburg                ;16/04/2019;3
Midden Nederland              ;16/04/2019;2
Nijmegen                      ;16/04/2019;6
NOORD                         ;16/04/2019;2
Ondernemersgebied             ;16/04/2019;6
Oost Brabant                  ;16/04/2019;8
Rotterdam                     ;16/04/2019;6
Tilburg                       ;16/04/2019;5
Twente/Achterhoek             ;16/04/2019;7
Veluwe/Flevoland              ;16/04/2019;3
West Brabant/Zeeland          ;16/04/2019;5
Zuid Limburg                  ;16/04/2019;4
Arnhem                        ;15/04/2019;3
Breda                         ;15/04/2019;4
Den Bosch                     ;15/04/2019;3
Eindhoven                     ;15/04/2019;6
Haaglanden                    ;15/04/2019;3
Midden Limburg                ;15/04/2019;6
Midden Nederland              ;15/04/2019;5
Nijmegen                      ;15/04/2019;5
NOORD                         ;15/04/2019;2
Ondernemersgebied             ;15/04/2019;6
Oost Brabant                  ;15/04/2019;4
Rotterdam                     ;15/04/2019;2
Tilburg                       ;15/04/2019;4
Twente/Achterhoek             ;15/04/2019;4
West Brabant/Zeeland          ;15/04/2019;6
Zuid Limburg                  ;15/04/2019;5
Arnhem                        ;14/04/2019;2
Breda                         ;14/04/2019;5
Den Bosch                     ;14/04/2019;3
Eindhoven                     ;14/04/2019;8
Haaglanden                    ;14/04/2019;2
Kempenland                    ;14/04/2019;2
Midden Limburg                ;14/04/2019;5
Midden Nederland              ;14/04/2019;5
Nijmegen                      ;14/04/2019;5
NOORD                         ;14/04/2019;1
Ondernemersgebied             ;14/04/2019;5
Oost Brabant                  ;14/04/2019;3
Rotterdam                     ;14/04/2019;7
Tilburg                       ;14/04/2019;4
Twente/Achterhoek             ;14/04/2019;2
Veluwe/Flevoland              ;14/04/2019;1
West Brabant/Zeeland          ;14/04/2019;3
Zuid Limburg                  ;14/04/2019;5
Arnhem                        ;13/04/2019;3
Breda                         ;13/04/2019;6
Den Bosch                     ;13/04/2019;4
Eindhoven                     ;13/04/2019;7
Haaglanden                    ;13/04/2019;7
Kempenland                    ;13/04/2019;3
Midden Limburg                ;13/04/2019;4
Nijmegen                      ;13/04/2019;5
NOORD                         ;13/04/2019;2
Ondernemersgebied             ;13/04/2019;9
Oost Brabant                  ;13/04/2019;8
Rotterdam                     ;13/04/2019;3
Tilburg                       ;13/04/2019;5
Twente/Achterhoek             ;13/04/2019;3
Veluwe/Flevoland              ;13/04/2019;2
West Brabant/Zeeland          ;13/04/2019;2
Zuid Limburg                  ;13/04/2019;9
Arnhem                        ;12/04/2019;7
Breda                         ;12/04/2019;2
Den Bosch                     ;12/04/2019;7
Eindhoven                     ;12/04/2019;4
Haaglanden                    ;12/04/2019;2
Kempenland                    ;12/04/2019;2
Midden Limburg                ;12/04/2019;3
Midden Nederland              ;12/04/2019;2
Nijmegen                      ;12/04/2019;2
NOORD                         ;12/04/2019;6
Ondernemersgebied             ;12/04/2019;8
Oost Brabant                  ;12/04/2019;7
Rotterdam                     ;12/04/2019;3
Tilburg                       ;12/04/2019;9
Twente/Achterhoek             ;12/04/2019;4
Veluwe/Flevoland              ;12/04/2019;1
West Brabant/Zeeland          ;12/04/2019;3
Zuid Limburg                  ;12/04/2019;4
Arnhem                        ;11/04/2019;4
Breda                         ;11/04/2019;5
Den Bosch                     ;11/04/2019;7
Eindhoven                     ;11/04/2019;3
Haaglanden                    ;11/04/2019;3
Kempenland                    ;11/04/2019;3
Midden Limburg                ;11/04/2019;3
Midden Nederland              ;11/04/2019;4
Nijmegen                      ;11/04/2019;2
NOORD                         ;11/04/2019;5
Ondernemersgebied             ;11/04/2019;11
Oost Brabant                  ;11/04/2019;3
Rotterdam                     ;11/04/2019;4
Tilburg                       ;11/04/2019;5
Twente/Achterhoek             ;11/04/2019;4
Veluwe/Flevoland              ;11/04/2019;5
West Brabant/Zeeland          ;11/04/2019;5
Zuid Limburg                  ;11/04/2019;6
Arnhem                        ;10/04/2019;1
Breda                         ;10/04/2019;3
Den Bosch                     ;10/04/2019;1
Eindhoven                     ;10/04/2019;9
Haaglanden                    ;10/04/2019;4
Kempenland                    ;10/04/2019;3
Midden Limburg                ;10/04/2019;3
Midden Nederland              ;10/04/2019;6
Nijmegen                      ;10/04/2019;8
NOORD                         ;10/04/2019;7
Ondernemersgebied             ;10/04/2019;11
Oost Brabant                  ;10/04/2019;4
Rotterdam                     ;10/04/2019;2
Tilburg                       ;10/04/2019;4
Twente/Achterhoek             ;10/04/2019;5
West Brabant/Zeeland          ;10/04/2019;2
Zuid Limburg                  ;10/04/2019;3
Arnhem                        ;09/04/2019;4
Breda                         ;09/04/2019;5
Den Bosch                     ;09/04/2019;5
Eindhoven                     ;09/04/2019;3
Haaglanden                    ;09/04/2019;3
Kempenland                    ;09/04/2019;3
Midden Limburg                ;09/04/2019;6
Midden Nederland              ;09/04/2019;2
Nijmegen                      ;09/04/2019;4
NOORD                         ;09/04/2019;2
Ondernemersgebied             ;09/04/2019;11
Oost Brabant                  ;09/04/2019;1
Rotterdam                     ;09/04/2019;5
Tilburg                       ;09/04/2019;7
Twente/Achterhoek             ;09/04/2019;4
Veluwe/Flevoland              ;09/04/2019;4
West Brabant/Zeeland          ;09/04/2019;4
Zuid Limburg                  ;09/04/2019;7
Arnhem                        ;08/04/2019;6
Breda                         ;08/04/2019;7
Den Bosch                     ;08/04/2019;4
Eindhoven                     ;08/04/2019;11
Kempenland                    ;08/04/2019;3
Midden Limburg                ;08/04/2019;7
Midden Nederland              ;08/04/2019;6
Nijmegen                      ;08/04/2019;6
NOORD                         ;08/04/2019;1
Ondernemersgebied             ;08/04/2019;9
Oost Brabant                  ;08/04/2019;7
Rotterdam                     ;08/04/2019;7
Tilburg                       ;08/04/2019;5
Twente/Achterhoek             ;08/04/2019;8
Veluwe/Flevoland              ;08/04/2019;5
West Brabant/Zeeland          ;08/04/2019;2
Zuid Limburg                  ;08/04/2019;4
Arnhem                        ;07/04/2019;5
Breda                         ;07/04/2019;4
Den Bosch                     ;07/04/2019;4
Eindhoven                     ;07/04/2019;6
Haaglanden                    ;07/04/2019;4
Kempenland                    ;07/04/2019;6
Midden Limburg                ;07/04/2019;3
Midden Nederland              ;07/04/2019;2
Nijmegen                      ;07/04/2019;4
NOORD                         ;07/04/2019;2
Ondernemersgebied             ;07/04/2019;4
Oost Brabant                  ;07/04/2019;3
Rotterdam                     ;07/04/2019;4
Tilburg                       ;07/04/2019;3
Twente/Achterhoek             ;07/04/2019;6
Veluwe/Flevoland              ;07/04/2019;2
West Brabant/Zeeland          ;07/04/2019;1
Zuid Limburg                  ;07/04/2019;3
Arnhem                        ;06/04/2019;2
Breda                         ;06/04/2019;9
Den Bosch                     ;06/04/2019;2
Eindhoven                     ;06/04/2019;4
Haaglanden                    ;06/04/2019;3
Kempenland                    ;06/04/2019;5
Midden Limburg                ;06/04/2019;6
Midden Nederland              ;06/04/2019;3
Nijmegen                      ;06/04/2019;2
NOORD                         ;06/04/2019;1
Ondernemersgebied             ;06/04/2019;7
Oost Brabant                  ;06/04/2019;2
Rotterdam                     ;06/04/2019;4
Tilburg                       ;06/04/2019;3
Twente/Achterhoek             ;06/04/2019;4
Veluwe/Flevoland              ;06/04/2019;5
West Brabant/Zeeland          ;06/04/2019;6
Zuid Limburg                  ;06/04/2019;8
Arnhem                        ;05/04/2019;5
Breda                         ;05/04/2019;4
Den Bosch                     ;05/04/2019;8
Eindhoven                     ;05/04/2019;6
Haaglanden                    ;05/04/2019;4
Kempenland                    ;05/04/2019;5
Midden Limburg                ;05/04/2019;3
Midden Nederland              ;05/04/2019;4
Nijmegen                      ;05/04/2019;9
NOORD                         ;05/04/2019;3
Ondernemersgebied             ;05/04/2019;6
Oost Brabant                  ;05/04/2019;3
Rotterdam                     ;05/04/2019;5
Tilburg                       ;05/04/2019;5
Twente/Achterhoek             ;05/04/2019;5
Veluwe/Flevoland              ;05/04/2019;4
West Brabant/Zeeland          ;05/04/2019;3
Zuid Limburg                  ;05/04/2019;4
Arnhem                        ;04/04/2019;6
Breda                         ;04/04/2019;4
Den Bosch                     ;04/04/2019;3
Eindhoven                     ;04/04/2019;5
Haaglanden                    ;04/04/2019;1
Kempenland                    ;04/04/2019;5
Midden Limburg                ;04/04/2019;6
Midden Nederland              ;04/04/2019;6
NOORD                         ;04/04/2019;3
Ondernemersgebied             ;04/04/2019;8
Oost Brabant                  ;04/04/2019;7
Rotterdam                     ;04/04/2019;4
Tilburg                       ;04/04/2019;9
Twente/Achterhoek             ;04/04/2019;2
West Brabant/Zeeland          ;04/04/2019;1
Zuid Limburg                  ;04/04/2019;7
Arnhem                        ;03/04/2019;4
Breda                         ;03/04/2019;5
Den Bosch                     ;03/04/2019;7
Eindhoven                     ;03/04/2019;3
Haaglanden                    ;03/04/2019;2
Kempenland                    ;03/04/2019;7
Midden Limburg                ;03/04/2019;4
Midden Nederland              ;03/04/2019;5
Nijmegen                      ;03/04/2019;4
NOORD                         ;03/04/2019;1
Ondernemersgebied             ;03/04/2019;6
Oost Brabant                  ;03/04/2019;3
Rotterdam                     ;03/04/2019;10
Tilburg                       ;03/04/2019;5
Twente/Achterhoek             ;03/04/2019;5
Veluwe/Flevoland              ;03/04/2019;4
West Brabant/Zeeland          ;03/04/2019;4
Zuid Limburg                  ;03/04/2019;3
Arnhem                        ;02/04/2019;7
Breda                         ;02/04/2019;7
Den Bosch                     ;02/04/2019;3
Eindhoven                     ;02/04/2019;7
Haaglanden                    ;02/04/2019;8
Kempenland                    ;02/04/2019;5
Midden Limburg                ;02/04/2019;4
Midden Nederland              ;02/04/2019;4
Nijmegen                      ;02/04/2019;6
NOORD                         ;02/04/2019;2
Ondernemersgebied             ;02/04/2019;11
Oost Brabant                  ;02/04/2019;2
Rotterdam                     ;02/04/2019;5
Tilburg                       ;02/04/2019;7
Twente/Achterhoek             ;02/04/2019;7
Veluwe/Flevoland              ;02/04/2019;2
West Brabant/Zeeland          ;02/04/2019;5
Zuid Limburg                  ;02/04/2019;2
Arnhem                        ;01/04/2019;8
Breda                         ;01/04/2019;5
Den Bosch                     ;01/04/2019;7
Eindhoven                     ;01/04/2019;5
Haaglanden                    ;01/04/2019;1
Kempenland                    ;01/04/2019;4
Midden Limburg                ;01/04/2019;3
Midden Nederland              ;01/04/2019;3
Nijmegen                      ;01/04/2019;3
NOORD                         ;01/04/2019;4
Ondernemersgebied             ;01/04/2019;12
Oost Brabant                  ;01/04/2019;4
Rotterdam                     ;01/04/2019;6
Tilburg                       ;01/04/2019;1
Twente/Achterhoek             ;01/04/2019;1
Veluwe/Flevoland              ;01/04/2019;1
West Brabant/Zeeland          ;01/04/2019;5
Zuid Limburg                  ;01/04/2019;4
Arnhem                        ;31/03/2019;1
Breda                         ;31/03/2019;4
